Orthogroup	Acinetobacter_baumannii	Mycobacterium_leprae	Mycobacterium_tuberculosis	Neisseria_gonorrhoeae	Pseudomonas_aeruginosa	Salmonella_enterica
OG0002988					g4572.t1, g4577.t1	
OG0002989					g4598.t1	g2738.t1
OG0002990					g4607.t1	g142.t1
OG0002991					g4613.t1	g3208.t1
OG0002992					g4615.t1	g134.t1
OG0002993					g4644.t1	g46.t1
OG0002994					g4660.t1	g2931.t1
OG0002995					g4662.t1	g996.t1
OG0002996					g4667.t1	g3285.t1
OG0002997					g4671.t1	g3281.t1
OG0002998					g4673.t1	g3577.t1
OG0002999					g4691.t1	g559.t1
OG0003000					g4703.t1	g2996.t1
OG0003001					g4710.t1, g4975.t1	
OG0003002					g4715.t1	g2058.t1
OG0003003					g4736.t1	g2331.t1
OG0003004					g4749.t1	g659.t1
OG0003005					g4757.t1	g1661.t1
OG0003006					g4777.t1, g5316.t1	
OG0003007					g4781.t1	g3151.t1
OG0003008					g4788.t1	g2755.t1
OG0003009					g4810.t1	g3857.t1
OG0003010					g4811.t1	g182.t1
OG0003011					g4814.t1	g180.t1
OG0003012					g4818.t1	g179.t1
OG0003013					g4829.t1	g3945.t1
OG0003014					g4843.t1	g3070.t1
OG0003015					g4856.t1	g2502.t1
OG0003016					g4857.t1	g2503.t1
OG0003017					g4858.t1	g2504.t1
OG0003018					g4861.t1	g3451.t1
OG0003019					g4869.t1	g325.t1
OG0003020					g4871.t1	g1412.t1
OG0003021					g4883.t1, g4885.t1	
OG0003022					g4899.t1	g3441.t1
OG0003023					g4901.t1	g3762.t1
OG0003024					g4916.t1	g3898.t1
OG0003025					g4933.t1	g2870.t1
OG0003026					g4934.t1	g1593.t1
OG0003027					g4947.t1	g3158.t1
OG0003028					g4951.t1	g1634.t1
OG0003029					g4967.t1	g1986.t1
OG0003030					g4968.t1	g353.t1
OG0003031					g4970.t1	g1218.t1
OG0003032					g4973.t1	g3371.t1
OG0003033					g5014.t1	g1217.t1
OG0003034					g5040.t1	g4053.t1
OG0003035					g5044.t1	g4049.t1
OG0003036					g5047.t1	g1801.t1
OG0003037					g5051.t1	g4045.t1
OG0003038					g5056.t1	g505.t1
OG0003039					g5058.t1	g2951.t1
OG0003040					g5062.t1	g2959.t1
OG0003041					g5064.t1	g2961.t1
OG0003042					g5079.t1, g5476.t1	
OG0003043					g5083.t1	g3482.t1
OG0003044					g5091.t1	g2977.t1
OG0003045					g5093.t1, g5101.t1	
OG0003046					g5098.t1	g2581.t1
OG0003047					g5105.t1	g3480.t1
OG0003048					g5106.t1	g3471.t1
OG0003049					g5114.t1	g3357.t1
OG0003050					g5118.t1	g1249.t1
OG0003051					g5149.t1	g3820.t1
OG0003052					g5152.t1, g5154.t1	
OG0003053					g5156.t1, g5157.t1	
OG0003054					g5160.t1	g3706.t1
OG0003055					g5165.t1	g3709.t1
OG0003056					g5173.t1	g1071.t1
OG0003057					g5188.t1	g722.t1
OG0003058					g5201.t1	g724.t1
OG0003059					g5203.t1	g4036.t1
OG0003060					g5214.t1	g393.t1
OG0003061					g5224.t1	g3460.t1
OG0003062					g5229.t1	g3464.t1
OG0003063					g5231.t1	g3465.t1
OG0003064					g5241.t1	g3327.t1
OG0003065					g5244.t1	g1981.t1
OG0003066					g5246.t1	g2892.t1
OG0003067					g5271.t1	g497.t1
OG0003068					g5273.t1	g4096.t1
OG0003069					g5274.t1	g3258.t1
OG0003070					g5275.t1	g3260.t1
OG0003071					g5280.t1, g5281.t1	
OG0003072					g5292.t1	g3264.t1
OG0003073					g5293.t1	g3262.t1
OG0003074					g5295.t1	g3261.t1
OG0003075					g5297.t1	g808.t1
OG0003076					g5298.t1	g1683.t1
OG0003077					g5303.t1	g2617.t1
OG0003078					g5305.t1	g1416.t1
OG0003079					g5309.t1	g2979.t1
OG0003080					g5311.t1	g466.t1
OG0003081					g5325.t1	g2843.t1
OG0003082					g5327.t1	g2844.t1
OG0003083					g5332.t1	g3347.t1
OG0003084					g5345.t1	g2029.t1
OG0003085					g5346.t1	g3101.t1
OG0003086					g5348.t1	g356.t1
OG0003087					g5350.t1	g3696.t1
OG0003088					g5357.t1	g3878.t1
OG0003089					g5359.t1	g3676.t1
OG0003090					g5360.t1	g3677.t1
OG0003091					g5361.t1	g3678.t1
OG0003092					g5364.t1	g2018.t1
OG0003093					g5374.t1	g3680.t1
OG0003094					g5376.t1	g574.t1
OG0003095					g5377.t1	g3681.t1
OG0003096					g5381.t1	g3685.t1
OG0003097					g5382.t1	g3686.t1
OG0003098					g5383.t1	g3687.t1
OG0003099					g5388.t1	g3955.t1
OG0003100					g5391.t1	g2973.t1
OG0003101					g5402.t1, g5430.t1	
OG0003102					g5407.t1	g1534.t1
OG0003103					g5408.t1	g1535.t1
OG0003104					g5409.t1	g1536.t1
OG0003105					g5417.t1	g3485.t1
OG0003106					g5418.t1	g3486.t1
OG0003107					g5421.t1	g3487.t1
OG0003108					g5437.t1	g3493.t1
OG0003109					g5439.t1	g3499.t1
OG0003110					g5455.t1	g2133.t1
OG0003111					g5459.t1	g3939.t1
OG0003112					g5460.t1	g3940.t1
OG0003113					g5485.t1	g2060.t1
OG0003114						g19.t1, g343.t1
OG0003115						g1066.t1, g28.t1
OG0003116						g2259.t1, g33.t1
OG0003117						g36.t1, g3833.t1
OG0003118						g56.t1, g582.t1
OG0003119						g57.t1, g581.t1
OG0003120						g579.t1, g59.t1
OG0003121						g578.t1, g60.t1
OG0003122						g2812.t1, g66.t1
OG0003123						g1258.t1, g73.t1
OG0003124						g1257.t1, g74.t1
OG0003125						g1256.t1, g75.t1
OG0003126						g1255.t1, g76.t1
OG0003127						g156.t1, g609.t1
OG0003128						g157.t1, g2707.t1
OG0003129						g174.t1, g285.t1
OG0003130						g1907.t1, g304.t1
OG0003131						g320.t1, g4029.t1
OG0003132						g1357.t1, g439.t1
OG0003133						g3362.t1, g530.t1
OG0003134						g1541.t1, g572.t1
OG0003135						g2943.t1, g576.t1
OG0003136						g613.t1, g615.t1
OG0003137						g614.t1, g616.t1
OG0003138						g2829.t1, g645.t1
OG0003139						g3130.t1, g699.t1
OG0003140						g742.t1, g743.t1
OG0003141						g3564.t1, g804.t1
OG0003142						g825.t1, g938.t1
OG0003143						g2444.t1, g829.t1
OG0003144						g841.t1, g953.t1
OG0003145						g848.t1, g961.t1
OG0003146						g850.t1, g963.t1
OG0003147						g851.t1, g964.t1
OG0003148						g2580.t1, g878.t1
OG0003149						g2735.t1, g905.t1
OG0003150						g3241.t1, g907.t1
OG0003151						g2458.t1, g940.t1
OG0003152						g2457.t1, g941.t1
OG0003153						g2455.t1, g943.t1
OG0003154						g2454.t1, g944.t1
OG0003155						g2453.t1, g946.t1
OG0003156						g2451.t1, g947.t1
OG0003157						g2450.t1, g948.t1
OG0003158						g2449.t1, g949.t1
OG0003159						g2447.t1, g951.t1
OG0003160						g2446.t1, g952.t1
OG0003161						g2416.t1, g979.t1
OG0003162						g1050.t1, g3111.t1
OG0003163						g1052.t1, g3781.t1
OG0003164						g1072.t1, g3567.t1
OG0003165						g1106.t1, g3408.t1
OG0003166						g1178.t1, g1691.t1
OG0003167						g1181.t1, g1680.t1
OG0003168						g1190.t1, g1856.t1
OG0003169						g1223.t1, g4001.t1
OG0003170						g1227.t1, g1270.t1
OG0003171						g1248.t1, g3372.t1
OG0003172						g1278.t1, g1279.t1
OG0003173						g1283.t1, g3310.t1
OG0003174						g1304.t1, g2679.t1
OG0003175						g1346.t1, g2271.t1
OG0003176						g1426.t1, g1674.t1
OG0003177						g1427.t1, g1673.t1
OG0003178						g1430.t1, g1671.t1
OG0003179						g1734.t1, g2698.t1
OG0003180						g1738.t1, g2545.t1
OG0003181						g1742.t1, g1751.t1
OG0003182						g1809.t1, g1812.t1
OG0003183						g1814.t1, g3054.t1
OG0003184						g1852.t1, g4034.t1
OG0003185						g1871.t1, g2566.t1
OG0003186						g1903.t1, g2292.t1
OG0003187						g1905.t1, g1908.t1
OG0003188						g1913.t1, g2300.t1
OG0003189						g1919.t1, g2306.t1
OG0003190						g1920.t1, g2305.t1
OG0003191						g2001.t1, g3797.t1
OG0003192						g2014.t1, g2015.t1
OG0003193						g2251.t1, g2337.t1
OG0003194						g2252.t1, g2253.t1
OG0003195						g2344.t1, g2345.t1
OG0003196						g2381.t1, g2810.t1
OG0003197						g2479.t1, g3165.t1
OG0003198						g2511.t1, g3915.t1
OG0003199						g2512.t1, g3916.t1
OG0003200						g2541.t1, g3248.t1
OG0003201						g2557.t1, g2626.t1
OG0003202						g2558.t1, g2628.t1
OG0003203						g2559.t1, g2627.t1
OG0003204						g2631.t1, g3037.t1
OG0003205						g2660.t1, g2811.t1
OG0003206						g2750.t1, g2751.t1
OG0003207						g2764.t1, g3549.t1
OG0003208						g2819.t1, g4013.t1
OG0003209						g2835.t1, g3532.t1
OG0003210						g2939.t1, g3002.t1
OG0003211						g2964.t1, g4069.t1
OG0003212						g2970.t1, g3727.t1
OG0003213						g3283.t1, g3284.t1
OG0003214						g3344.t1, g3605.t1
OG0003215						g3435.t1, g4081.t1
OG0003216						g3476.t1, g3477.t1
OG0003217						g3588.t1, g3644.t1
OG0003218						g3768.t1, g3769.t1
OG0003219						g3778.t1, g3779.t1
